90,70
50,80
85,70
60,70
40,75
70,75
35,75
35,86
80,70
10,75
50,80
80,80
84,77
80,75
90,75
90,70
70,80
80,75
80,80
70,75
90,75
80,72
85,75
80,70
75,83
70,75
85,80
50,50
85,75
50,80
88,78
44,85
70,75
10,75
75,75
